Date,Temperature,Humidity,UV
2020-01-01,22.26395136010641,44.61697758432132,5.0
2020-01-02,30.703189311757047,65.34850702249402,3.0
2020-01-03,27.407223233770623,,7.0
2020-01-04,,-9999.0,8.0
2020-01-05,26.367288366066674,-9999.0,6.0
2020-01-06,21.738698586889775,51.071779135797605,10.0
2020-01-07,19.615426057879827,61.367149490193434,3.0
2020-01-08,26.484378615464735,64.47821617908666,7.0
2020-01-09,26.841193235800493,60.999964105952564,-9999.0
2020-01-10,34.91762765385483,46.3573379739765,5.0
2020-01-11,26.160857588572544,51.19683352458074,1.0
2020-01-12,20.617937785525385,60.291104806703046,5.0
2020-01-13,25.339508919605553,57.27374916973044,9.0
2020-01-14,21.51934045117925,76.55830017963227,2.0
2020-01-15,23.7828569236966,61.75395556381594,1.0
2020-01-16,17.159120762977047,-9999.0,7.0
2020-01-17,28.157776806522953,65.64840258680145,-9999.0
2020-01-18,-9999.0,69.7133718386183,6.0
2020-01-19,25.16684588578487,57.224070197362806,6.0
2020-01-20,23.241525070920762,78.30729796119387,5.0
2020-01-21,32.89571365552429,66.33451728953996,6.0
2020-01-22,34.15593114867393,64.69846894464492,4.0
2020-01-23,27.5137384448534,,5.0
2020-01-24,22.62646891356214,61.04669578939815,9.0
2020-01-25,31.657474138888908,,6.0
2020-01-26,14.733660312226265,-9999.0,10.0
2020-01-27,23.64537099979033,67.78512135387881,10.0
2020-01-28,25.987223191798847,54.99537726791819,2.0
2020-01-29,19.408665142172502,52.453730809676046,6.0
2020-01-30,25.080831513534555,78.33455179783013,5.0
2020-01-31,17.585841495965845,68.49204535055023,1.0
2020-02-01,31.341098166136838,56.963435994680424,6.0
2020-02-02,19.44249021072359,53.87963180451727,5.0
2020-02-03,22.44628134234124,48.39074013660131,9.0
2020-02-04,20.617397702014248,75.22936888822504,6.0
2020-02-05,,71.71868294081877,
2020-02-06,19.271639988106468,55.01031846028383,3.0
2020-02-07,26.359660265315195,71.26201841061257,4.0
2020-02-08,29.127748394413935,76.8584845174345,8.0
2020-02-09,28.781622222111768,44.988047656976576,3.0
2020-02-10,18.077713589929594,48.21145164479051,7.0
2020-02-11,24.99603615351501,66.0458962208173,10.0
2020-02-12,29.73276421363591,67.51486235664308,10.0
2020-02-13,26.214760343676524,64.53631361981004,-9999.0
2020-02-14,26.341359355438072,49.83424490049177,8.0
2020-02-15,32.52752796627937,71.77056978630603,4.0
2020-02-16,30.160086061417047,52.950232393988045,10.0
2020-02-17,20.038925878472064,67.05209716232862,5.0
2020-02-18,30.906811244343192,66.58312217566053,10.0
2020-02-19,26.26614695255729,58.07787579759025,5.0
2020-02-20,29.564683147886832,55.187575274951705,7.0
2020-02-21,25.67970664686658,53.51794345907518,6.0
2020-02-22,25.122621385684514,69.76258633626973,5.0
2020-02-23,19.894221037271052,,8.0
2020-02-24,18.919393324061907,54.42680026352506,7.0
2020-02-25,16.445841878720003,58.74459770717302,4.0
2020-02-26,32.40425327188986,49.30473677695609,10.0
2020-02-27,34.74359696427665,65.61751173223045,8.0
2020-02-28,22.77675987543642,68.9590701817355,6.0
2020-02-29,27.553548718681327,56.94500099717508,-9999.0
2020-03-01,37.78964997285948,65.23859029525484,4.0
2020-03-02,27.7270693354077,55.21874023366426,6.0
2020-03-03,18.52762626291707,60.09222424984201,5.0
2020-03-04,18.47421816414827,46.85653786980393,2.0
2020-03-05,31.010085826113762,53.374982342616356,1.0
2020-03-06,28.790186381904064,47.63951608093902,9.0
2020-03-07,29.092810216402057,50.79687380577613,10.0
2020-03-08,29.99918415482414,66.47587578002111,3.0
2020-03-09,8.00755841129681,,7.0
2020-03-10,19.403784543649472,60.13661488593225,
2020-03-11,24.026109476132795,71.14165501981783,3.0
2020-03-12,21.887165550729726,55.7294590648777,10.0
2020-03-13,20.68796395260196,58.39285055591554,9.0
2020-03-14,19.24633615437629,37.01976728889792,4.0
2020-03-15,30.422619886359975,50.77111321013901,6.0
2020-03-16,27.112464415829507,63.111100062791124,8.0
2020-03-17,18.54416175310447,61.45810102568605,2.0
2020-03-18,20.443131420869054,63.8328942362137,2.0
2020-03-19,15.798848111161153,,6.0
2020-03-20,27.70234289779077,65.57082546166103,1.0
2020-03-21,23.687220053058233,57.205586572805004,9.0
2020-03-22,23.8997512206379,64.18726070529024,7.0
2020-03-23,29.55778868340591,66.60658912214245,2.0
2020-03-24,20.321483694468704,34.34011250407822,9.0
2020-03-25,32.889094574097776,53.315078193187425,4.0
2020-03-26,23.87079374407693,61.18843780223059,8.0
2020-03-27,30.981373238093205,,
2020-03-28,23.659185316176483,90.71116931504285,4.0
2020-03-29,20.47954787283023,66.33069404331839,2.0
2020-03-30,37.90922364028581,49.45587844917168,6.0
2020-03-31,25.76182874443339,49.29636995562861,
2020-04-01,,61.952498593705336,2.0
2020-04-02,25.770627326370285,59.50551244652984,6.0
2020-04-03,-9999.0,51.225153420880766,2.0
2020-04-04,39.21964439899288,73.83153189711386,1.0
2020-04-05,28.69968141595902,61.55037996034065,9.0
2020-04-06,31.240813487839297,66.43959839329278,5.0
2020-04-07,23.461995258335925,74.15161033819045,2.0
2020-04-08,18.9091194569027,56.036094824321324,5.0
2020-04-09,21.407050829633963,62.64902880111346,8.0
2020-04-10,14.608044622487892,,1.0
2020-04-11,28.81906937329767,52.55728099692307,4.0
2020-04-12,,63.922281954617965,7.0
2020-04-13,19.506040676647828,45.80613416236967,7.0
2020-04-14,30.568954719364598,73.79502250408154,9.0
2020-04-15,25.695967919873585,48.72216108293948,4.0
2020-04-16,16.13091410426901,51.306485286714654,4.0
2020-04-17,14.569630841254863,-9999.0,6.0
2020-04-18,21.779970575178584,54.935146838628484,5.0
2020-04-19,33.189920625076795,63.55559113505436,9.0
2020-04-20,23.623824056557112,54.8471653085785,8.0
2020-04-21,26.967319072123704,55.31225734550332,3.0
2020-04-22,20.21234805921408,52.79293500292114,3.0
2020-04-23,24.288126427995266,54.3657762057351,2.0
2020-04-24,24.15903882152216,70.01787209756317,4.0
2020-04-25,21.529874905226343,43.01314662256988,6.0
2020-04-26,23.714927861051336,61.39136737928993,1.0
2020-04-27,27.886364809431146,48.754305108235215,3.0
2020-04-28,37.91510823417795,64.247406756937,6.0
2020-04-29,21.127288250219333,65.85463574849473,7.0
2020-04-30,24.870663244324614,63.75520647412683,8.0
2020-05-01,26.326559549466246,69.22168912503248,3.0
2020-05-02,24.719733388595166,67.00573867088862,4.0
2020-05-03,24.588807100802118,75.56764402474118,3.0
2020-05-04,25.097539463147573,66.87023789673219,6.0
2020-05-05,27.188137251978553,64.81037672687798,1.0
2020-05-06,32.09814151170327,46.052572249551844,1.0
2020-05-07,31.33196176858743,72.10644655714252,2.0
2020-05-08,29.249586114953996,65.28934043157065,5.0
2020-05-09,30.677896361771317,58.21655705874333,8.0
2020-05-10,23.21463421713372,62.86439405467539,7.0
2020-05-11,,64.99427513914665,10.0
2020-05-12,14.531673332733702,51.291696778651186,
2020-05-13,31.338246995506864,69.09392061434872,10.0
2020-05-14,23.67385978844516,65.72329810826307,9.0
2020-05-15,32.66275423342064,69.0384233670687,
2020-05-16,24.54236369028945,61.47710225817227,7.0
2020-05-17,32.47401706337368,69.05657023397015,3.0
2020-05-18,26.73382724370259,61.80852358417255,10.0
2020-05-19,26.785398681117595,49.816491056694154,8.0
2020-05-20,34.33012634088874,47.62521722129503,9.0
2020-05-21,15.61888553067085,48.334389739760866,2.0
2020-05-22,28.556448449341875,63.37458369831121,9.0
2020-05-23,25.118457849857833,54.21391347538932,5.0
2020-05-24,32.6599455426375,59.384826162635456,1.0
2020-05-25,23.642650782312675,59.08423027574909,3.0
2020-05-26,31.37422393801793,72.20590186869852,7.0
2020-05-27,29.55758562988165,72.55147646501285,10.0
2020-05-28,31.499349649308773,-9999.0,9.0
2020-05-29,24.273339857645304,62.946397182897506,9.0
2020-05-30,28.9552886126609,63.99366194701546,8.0
2020-05-31,30.589437442829002,62.191700715079335,6.0
2020-06-01,24.857794266855414,69.32766341283885,9.0
2020-06-02,30.937115632592416,57.963532330596564,10.0
2020-06-03,15.793892118057425,77.55878545662173,9.0
2020-06-04,21.127283290740504,62.80945253033162,8.0
2020-06-05,15.325848030378015,66.2676804119436,3.0
2020-06-06,27.848380207416756,54.84449003626885,6.0
2020-06-07,28.620632791859514,58.909547797763786,4.0
2020-06-08,,60.93913025691253,3.0
2020-06-09,-9999.0,61.05328540465916,7.0
2020-06-10,26.977125052741794,61.10396787705484,6.0
2020-06-11,27.722963044043098,61.19661980197742,9.0
2020-06-12,23.36604789521723,48.567471576673555,3.0
2020-06-13,22.671574413674495,-9999.0,4.0
2020-06-14,28.15513159799508,52.97813511782064,1.0
2020-06-15,,86.8585820662226,
2020-06-16,19.098747885504988,,10.0
2020-06-17,24.715840804516358,-9999.0,8.0
2020-06-18,22.462719770748038,51.55386158335398,9.0
2020-06-19,33.14415170056372,-9999.0,9.0
2020-06-20,15.441272806219983,59.04419458098211,1.0
2020-06-21,25.43139624852617,55.83955606692141,4.0
2020-06-22,25.61875128221453,61.5300361807853,7.0
2020-06-23,21.305541085051896,60.89903292661641,6.0
2020-06-24,25.581392363454775,-9999.0,3.0
2020-06-25,24.8003368032413,,
2020-06-26,,36.07162885516233,6.0
2020-06-27,23.136379096654274,55.93184813226557,-9999.0
2020-06-28,19.111312429859506,59.68742474254547,-9999.0
2020-06-29,19.443924457910935,,7.0
2020-06-30,25.804328927815266,46.60701855180341,4.0
2020-07-01,-9999.0,80.40367011192134,7.0
2020-07-02,31.208916569362913,47.80791908032566,7.0
2020-07-03,18.898200294935517,54.392020356548194,
2020-07-04,12.704141980885929,72.11175409299202,9.0
2020-07-05,24.788837940325987,41.938508387877626,3.0
2020-07-06,,65.66399412464918,1.0
2020-07-07,25.339093575411976,69.4900359964312,
2020-07-08,32.175818577174766,56.52962447458193,3.0
2020-07-09,30.3447897680585,71.37377816148481,2.0
2020-07-10,26.48416727812036,43.93706158072824,10.0
2020-07-11,16.921281841705085,69.92046190676675,3.0
2020-07-12,27.894919891175444,71.00484551089866,3.0
2020-07-13,16.942563392030888,52.636408354619405,-9999.0
2020-07-14,25.15413582940315,52.71645119165376,9.0
2020-07-15,21.18691363099928,54.66353839641536,6.0
2020-07-16,-9999.0,54.80562593601418,4.0
2020-07-17,34.76872711506907,,-9999.0
2020-07-18,16.693636927155055,76.8785382524467,3.0
2020-07-19,16.62261723477338,57.17512291763843,10.0
2020-07-20,24.93449060606399,51.214182447923164,1.0
2020-07-21,23.06118572447106,69.4328580770717,7.0
2020-07-22,21.10479971067055,67.07035078916024,10.0
2020-07-23,28.412090805116353,51.53148888105245,
2020-07-24,22.991592561836974,-9999.0,8.0
2020-07-25,21.549989820449998,65.2838209997652,8.0
2020-07-26,-9999.0,47.50846086734422,3.0
2020-07-27,22.667195563554834,71.91657123213767,2.0
2020-07-28,27.075643666811235,68.99638664414282,9.0
2020-07-29,27.251652957509595,-9999.0,6.0
2020-07-30,24.78064392677476,59.349580844264864,2.0
2020-07-31,23.096910189722397,65.03855511924002,7.0
2020-08-01,32.92700090392506,45.21556125843919,2.0
2020-08-02,24.262404911775658,59.9371218153281,4.0
2020-08-03,16.026881202334494,66.00202446496499,8.0
2020-08-04,29.467867904453602,53.42744514901448,2.0
2020-08-05,27.82272238349792,50.32700869365254,
2020-08-06,21.971028616850088,74.48891408822601,6.0
2020-08-07,23.325422308134762,72.38930772931947,4.0
2020-08-08,21.68597756408976,71.54983146910762,2.0
2020-08-09,,75.00723168967018,6.0
2020-08-10,-9999.0,64.3493861287385,7.0
2020-08-11,22.40952223067618,57.125652911055035,2.0
2020-08-12,26.374464076835803,58.013036389758085,3.0
2020-08-13,25.158983623202438,66.00917385234871,2.0
2020-08-14,24.257092019432964,45.43934304281461,6.0
2020-08-15,32.00112157171648,47.52852372833463,5.0
2020-08-16,28.59854081235213,,5.0
2020-08-17,29.34406231884818,49.79103624870041,4.0
2020-08-18,,,5.0
2020-08-19,18.07374687980092,54.00905889015181,8.0
2020-08-20,29.27391470366608,46.26188396788427,2.0
2020-08-21,31.339278488339822,53.14230493559279,8.0
2020-08-22,-9999.0,,3.0
2020-08-23,21.21475044017347,64.57025054353645,10.0
2020-08-24,22.833559574472808,58.3425516525873,2.0
2020-08-25,18.887342398651093,58.959576720962694,9.0
2020-08-26,,57.10287175580957,8.0
2020-08-27,31.69911442458201,55.01456420859487,
2020-08-28,,77.79988541414467,6.0
2020-08-29,30.197210019821778,,1.0
2020-08-30,,60.517412146929956,9.0
2020-08-31,26.161341660250173,64.92725084956315,4.0
2020-09-01,28.114980190808133,56.646745614275815,8.0
2020-09-02,24.932728123530985,72.8088321470342,7.0
2020-09-03,19.033415392502903,62.748944622357534,1.0
2020-09-04,22.739435622969406,56.225888841983924,1.0
2020-09-05,,61.66018787655233,1.0
2020-09-06,18.169151966658454,68.16983291476,1.0
2020-09-07,17.772060503199548,54.72115288994188,3.0
2020-09-08,17.27264853844253,59.612695109538656,1.0
2020-09-09,18.593384534545603,64.65982474311635,2.0
2020-09-10,12.314578550248005,64.84530137904049,4.0
2020-09-11,20.823967694874614,57.99732713656167,7.0
2020-09-12,22.97514828125647,67.27978488041651,8.0
2020-09-13,25.570902690042438,36.238599902458915,5.0
2020-09-14,24.44457465272958,61.99502804475313,2.0
2020-09-15,27.834362944725093,53.71963132452758,8.0
2020-09-16,,62.19103045997726,9.0
2020-09-17,31.019018734024407,44.50007249904276,3.0
2020-09-18,22.04979094855239,48.555334395256466,5.0
2020-09-19,28.810954252142672,57.56029187878064,
2020-09-20,24.049955550213326,,2.0
2020-09-21,26.636640274236917,46.792475706120214,9.0
2020-09-22,27.097951642659297,70.90516367538395,
2020-09-23,19.88331247926075,66.46316294094446,1.0
